university_name,university_id,university_parent_id,university_short_name,university_name_en,is_from_crimea,registration_year,university_edrpou,university_type_name,university_financing_type_name,university_governance_type_name,post_index,koatuu_id,region_name,koatuu_name,university_address,post_index_u,koatuu_id_u,region_name_u,koatuu_name_u,university_address_u,university_phone,university_email,university_site,university_director_post,university_director_fio,close_date,primitki
"Відокремлений підрозділ ""Ужгородський факультет Київського національного університету культури і мистецтв""",1617,308,.,Separate Division “Uzhhorod Faculty of Kyiv National University of Culture and Arts”,,2000,25452186,Заклад вищої освіти,Державна,Міністерство культури та інформаційної політики України,88015,2110100000,Закарпатська область,Ужгород,"вул. Минайська, 38/80",88015,2110100000,Закарпатська область,Ужгород,"вул. Минайська, 38/80","(044)529-98-31, (031)26-62-180",,,Керівник,Митровка Михайло Миколайович,,
"Державний вищий навчальний заклад ""Ужгородський національний університет""",207,,"ДВНЗ ""УжНУ""","(00207) State University ""Uzhhorod National University""",так,1945,02070832,Заклад вищої освіти,Державна,Міністерство освіти і науки України,88000,2110100000,Закарпатська область,Ужгород,"вул. Підгірна, 46",88000,2110100000,Закарпатська область,Ужгород,"вул. Підгірна, 46","(031) 223 31 38, (031) 223 42 02",official@uzhnu.edu.ua,http://www.uzhnu.edu.ua,Ректор,Смоланка Володимир Іванович,,
Закарпатська академія мистецтв,113,,ЗАМ,Transcarpathian Academy of Art,так,2003,26465086,Заклад вищої освіти,Державна,Міністерство культури та інформаційної політики України,88015,2110100000,Закарпатська область,Ужгород,"вул. Минайська, 38/80",88015,2110100000,Закарпатська область,Ужгород,"вул. Минайська, 38/80","+38 (0312) 61-30-33, 61-61-28",usa.uzhgorod@і.ua,artedu.uz.ua,Ректор,Небесник Іван Іванович,,
"Комунальний заклад вищої освіти ""Ужгородський інститут культури і мистецтв"" Закарпатської обласної ради",792,,-,"Municipal establishment of higher education ""Uzhhorod institute of culture and arts"" by Transcarpathian regional council.",,1946,02214610,Заклад вищої освіти,Комунальна,"Департамент культури, національностей та релігій Закарпатської обласної державної адміністрації",88009,2110100000,Закарпатська область,Ужгород,"вул. Минайська, 38/80",88009,2110100000,Закарпатська область,Ужгород,"вул. Минайська, 38/80","(0312) 66 21 80, (0312) 66 3684, 050 6652600",uzhgorodkkm@gmail.com,institute-culture.uz.ua/ua/,директор,Шетеля Наталія Ігорівна,,
"Приватний заклад вищої освіти ""Карпатський університет імені Августина Волошина""",173,,Карпатський університет імені Августина Волошина,"Private institution of higher education ""Augustine Voloshyn Carpathian University""",так,2001,31477568,Заклад вищої освіти,Приватна,,88000,2110100000,Закарпатська область,Ужгород,"вул. Гойди, 4",88000,2110100000,Закарпатська область,Ужгород,"вул. Гойди, 4","Тел.: (0312) 61-28-01, (0312) 61-20-08, (0312) 61-38-33, (0312) 61-72-39, тел./факс: (0312) 61-29-45.",E-mail: kau7av@gmail.com,www.kau.com.ua,Ректор,Бедь Віктор Васильович,,
"Товариство з обмеженою відповідальністю ""Заклад вищої освіти Східно-європейський слов'янський університет""",1657,,Східно-європейський слов'янський університет,"""East-European Slavic University""",,2012,38330147,Заклад вищої освіти,Приватна,,88000,2110100000,Закарпатська область,Ужгород,"вул. Гагаріна, 42-1",88000,2110100000,Закарпатська область,Ужгород,"вул. Гагаріна, 42-1",(0312) 66 06 99,eesu@ukr.net,http://eesu.uz.ua,в.о. ректора,Несух Людмила Михайлівна,2022-04-21,"Увага! З дати блокування суб'єкта освітньої діяльності в ЄДЕБО інформація про нього не підтримується в повному, актуальному та достовірному стані"
Ужгородський гуманітарно-економічний коледж Карпатського університету імені Августина Волошина,2976,173,.,Ужгородський гуманітарно-економічний коледж Карпатського університету,,2000,39859653,Заклад вищої освіти,Приватна,,88000,2110100000,Закарпатська область,Ужгород,"вул. Гойди, 4",88000,2110100000,Закарпатська область,Ужгород,"вул. Гойди, 4",(0312)61-20-08,kau7av@gmail.com,www.kau.com.ua,Директор,Дуб Марина Іванівна,,
Ужгородський коледж Київського університету культури,1553,310,.,,,2000,39686856,Заклад вищої освіти,Приватна,,88009,2110100000,Закарпатська область,Ужгород,"вул. Минайська, 38/80",88009,2110100000,Закарпатська область,Ужгород,"вул. Минайська, 38/80",0312662180,,,директор,Хомченко Людмила Василівна,,
Ужгородський факультет менеджменту і бізнесу Київського університету культури,1557,310,Ужгородський факультет М і Б КУК,,,2000,33301195,Заклад вищої освіти,Приватна,,88009,2110100000,Закарпатська область,Ужгород,"вул. Минайська, 38/80",88009,2110100000,Закарпатська область,Ужгород,"вул. Минайська, 38/80","(031)2662180, (044)2846404",,,декан,Вишневська Галина Георгіївна,,
"""Закарпатський угорський інститут імені Ференца Ракоці ІІ""",95,,ЗУІ ім.Ференці Ракоці ІІ,Ferenc Rakoczi II Transcarpathian Hungarian College of Higher Education,,1996,22112656,Заклад вищої освіти,Приватна,,90202,2110200000,Закарпатська область,Берегове,"пл. Кошута, 6",90202,2110200000,Закарпатська область,Берегове,"пл. Кошута, 6","+38(031)412-34-62, +38(031)412-45-80, +38(031)412-34-62",foiskola@kmf.uz.ua,www.kmf.uz.ua,Ректор,Черничко Степан Степанович,,
